name,species,height,weight,hp,attack,defence,sp_attack,sp_defence,speed,type1,type2,ability1,ability2,hidden_ability,pokedex,genus,capture_rate,color,shape,is_baby,is_legendary,is_mythical,generation,egg_group1,egg_group2,is_mega
skitty,skitty,6,110,50,45,45,35,35,50,normal,,cute-charm,normalize,wonder-skin,300,,255,pink,,False,False,False,3,ground,fairy,False
delcatty,delcatty,11,326,70,65,65,55,55,90,normal,,cute-charm,normalize,wonder-skin,301,,60,purple,,False,False,False,3,ground,fairy,False
sableye,sableye,5,110,50,75,75,65,65,50,dark,ghost,keen-eye,stall,prankster,302,,45,purple,,False,False,False,3,humanshape,,False
sableye-mega,sableye,5,1610,50,85,125,85,115,20,dark,ghost,magic-bounce,,,302,,45,purple,,False,False,False,3,humanshape,,True
mawile,mawile,6,115,50,85,85,55,55,50,steel,fairy,hyper-cutter,intimidate,sheer-force,303,,45,black,,False,False,False,3,ground,fairy,False
mawile-mega,mawile,10,235,50,105,125,55,95,50,steel,fairy,huge-power,,,303,,45,black,,False,False,False,3,ground,fairy,True
aron,aron,4,600,50,70,100,40,40,30,steel,rock,sturdy,rock-head,heavy-metal,304,,180,gray,,False,False,False,3,monster,,False
lairon,lairon,9,1200,60,90,140,50,50,40,steel,rock,sturdy,rock-head,heavy-metal,305,,90,gray,,False,False,False,3,monster,,False
aggron,aggron,21,3600,70,110,180,60,60,50,steel,rock,sturdy,rock-head,heavy-metal,306,,45,gray,,False,False,False,3,monster,,False
aggron-mega,aggron,22,3950,70,140,230,60,80,50,steel,,filter,,,306,,45,gray,,False,False,False,3,monster,,True
meditite,meditite,6,112,30,40,55,40,55,60,fighting,psychic,pure-power,telepathy,,307,,180,blue,,False,False,False,3,humanshape,,False
medicham,medicham,13,315,60,60,75,60,75,80,fighting,psychic,pure-power,telepathy,,308,,90,red,,False,False,False,3,humanshape,,False
medicham-mega,medicham,13,315,60,100,85,80,85,100,fighting,psychic,pure-power,,,308,,90,red,,False,False,False,3,humanshape,,True
electrike,electrike,6,152,40,45,40,65,40,65,electric,,static,lightning-rod,minus,309,,120,green,,False,False,False,3,ground,,False
manectric,manectric,15,402,70,75,60,105,60,105,electric,,static,lightning-rod,minus,310,,45,yellow,,False,False,False,3,ground,,False
manectric-mega,manectric,18,440,70,75,80,135,80,135,electric,,intimidate,,,310,,45,yellow,,False,False,False,3,ground,,True
plusle,plusle,4,42,60,50,40,85,75,95,electric,,plus,lightning-rod,,311,,200,yellow,,False,False,False,3,fairy,,False
minun,minun,4,42,60,40,50,75,85,95,electric,,minus,volt-absorb,,312,,200,yellow,,False,False,False,3,fairy,,False
volbeat,volbeat,7,177,65,73,75,47,85,85,bug,,illuminate,swarm,prankster,313,,150,gray,,False,False,False,3,bug,humanshape,False
illumise,illumise,6,177,65,47,75,73,85,85,bug,,oblivious,tinted-lens,prankster,314,,150,purple,,False,False,False,3,bug,humanshape,False
roselia,roselia,3,20,50,60,45,100,80,65,grass,poison,natural-cure,poison-point,leaf-guard,315,,150,green,,False,False,False,3,fairy,plant,False
gulpin,gulpin,4,103,70,43,53,43,53,40,poison,,liquid-ooze,sticky-hold,gluttony,316,,225,green,,False,False,False,3,indeterminate,,False
swalot,swalot,17,800,100,73,83,73,83,55,poison,,liquid-ooze,sticky-hold,gluttony,317,,75,purple,,False,False,False,3,indeterminate,,False
carvanha,carvanha,8,208,45,90,20,65,20,65,water,dark,rough-skin,speed-boost,,318,,225,red,,False,False,False,3,water2,,False
sharpedo,sharpedo,18,888,70,120,40,95,40,95,water,dark,rough-skin,speed-boost,,319,,60,blue,,False,False,False,3,water2,,False
sharpedo-mega,sharpedo,25,1303,70,140,70,110,65,105,water,dark,strong-jaw,,,319,,60,blue,,False,False,False,3,water2,,True
wailmer,wailmer,20,1300,130,70,35,70,35,60,water,,water-veil,oblivious,pressure,320,,125,blue,,False,False,False,3,ground,water2,False
wailord,wailord,145,3980,170,90,45,90,45,60,water,,water-veil,oblivious,pressure,321,,60,blue,,False,False,False,3,ground,water2,False
numel,numel,7,240,60,60,40,65,45,35,fire,ground,oblivious,simple,own-tempo,322,,255,yellow,,False,False,False,3,ground,,False
camerupt,camerupt,19,2200,70,100,70,105,75,40,fire,ground,magma-armor,solid-rock,anger-point,323,,150,red,,False,False,False,3,ground,,False
camerupt-mega,camerupt,25,3205,70,120,100,145,105,20,fire,ground,sheer-force,,,323,,150,red,,False,False,False,3,ground,,True
torkoal,torkoal,5,804,70,85,140,85,70,20,fire,,white-smoke,drought,shell-armor,324,,90,brown,,False,False,False,3,ground,,False
spoink,spoink,7,306,60,25,35,70,80,60,psychic,,thick-fat,own-tempo,gluttony,325,,255,black,,False,False,False,3,ground,,False
grumpig,grumpig,9,715,80,45,65,90,110,80,psychic,,thick-fat,own-tempo,gluttony,326,,60,purple,,False,False,False,3,ground,,False
spinda,spinda,11,50,60,60,60,60,60,60,normal,,own-tempo,tangled-feet,contrary,327,,255,brown,,False,False,False,3,ground,humanshape,False
trapinch,trapinch,7,150,45,100,45,45,45,10,ground,,hyper-cutter,arena-trap,sheer-force,328,,255,brown,,False,False,False,3,bug,dragon,False
vibrava,vibrava,11,153,50,70,50,50,50,70,ground,dragon,levitate,,,329,,120,green,,False,False,False,3,bug,dragon,False
flygon,flygon,20,820,80,100,80,80,80,100,ground,dragon,levitate,,,330,,45,green,,False,False,False,3,bug,dragon,False
cacnea,cacnea,4,513,50,85,40,85,40,35,grass,,sand-veil,water-absorb,,331,,190,green,,False,False,False,3,plant,humanshape,False
cacturne,cacturne,13,774,70,115,60,115,60,55,grass,dark,sand-veil,water-absorb,,332,,60,green,,False,False,False,3,plant,humanshape,False
swablu,swablu,4,12,45,40,60,40,75,50,normal,flying,natural-cure,cloud-nine,,333,,255,blue,,False,False,False,3,flying,dragon,False
altaria,altaria,11,206,75,70,90,70,105,80,dragon,flying,natural-cure,cloud-nine,,334,,45,blue,,False,False,False,3,flying,dragon,False
altaria-mega,altaria,15,206,75,110,110,110,105,80,dragon,fairy,pixilate,,,334,,45,blue,,False,False,False,3,flying,dragon,True
zangoose,zangoose,13,403,73,115,60,60,60,90,normal,,immunity,toxic-boost,,335,,90,white,,False,False,False,3,ground,,False
seviper,seviper,27,525,73,100,60,100,60,65,poison,,shed-skin,infiltrator,,336,,90,black,,False,False,False,3,ground,dragon,False
lunatone,lunatone,10,1680,90,55,65,95,85,70,rock,psychic,levitate,,,337,,45,yellow,,False,False,False,3,mineral,,False
solrock,solrock,12,1540,90,95,85,55,65,70,rock,psychic,levitate,,,338,,45,red,,False,False,False,3,mineral,,False
barboach,barboach,4,19,50,48,43,46,41,60,water,ground,oblivious,anticipation,hydration,339,,190,gray,,False,False,False,3,water2,,False
whiscash,whiscash,9,236,110,78,73,76,71,60,water,ground,oblivious,anticipation,hydration,340,,75,blue,,False,False,False,3,water2,,False
corphish,corphish,6,115,43,80,65,50,35,35,water,,hyper-cutter,shell-armor,adaptability,341,,205,red,,False,False,False,3,water1,water3,False
crawdaunt,crawdaunt,11,328,63,120,85,90,55,55,water,dark,hyper-cutter,shell-armor,adaptability,342,,155,red,,False,False,False,3,water1,water3,False
baltoy,baltoy,5,215,40,40,55,40,70,55,ground,psychic,levitate,,,343,,255,brown,,False,False,False,3,mineral,,False
claydol,claydol,15,1080,60,70,105,70,120,75,ground,psychic,levitate,,,344,,90,black,,False,False,False,3,mineral,,False
lileep,lileep,10,238,66,41,77,61,87,23,rock,grass,suction-cups,storm-drain,,345,,45,purple,,False,False,False,3,water3,,False
cradily,cradily,15,604,86,81,97,81,107,43,rock,grass,suction-cups,storm-drain,,346,,45,green,,False,False,False,3,water3,,False
anorith,anorith,7,125,45,95,50,40,50,75,rock,bug,battle-armor,swift-swim,,347,,45,gray,,False,False,False,3,water3,,False
armaldo,armaldo,15,682,75,125,100,70,80,45,rock,bug,battle-armor,swift-swim,,348,,45,gray,,False,False,False,3,water3,,False
feebas,feebas,6,74,20,15,20,10,55,80,water,,swift-swim,oblivious,adaptability,349,,255,brown,,False,False,False,3,water1,dragon,False
milotic,milotic,62,1620,95,60,79,100,125,81,water,,marvel-scale,competitive,cute-charm,350,,60,pink,,False,False,False,3,water1,dragon,False
castform,castform,3,8,70,70,70,70,70,70,normal,,forecast,,,351,,45,gray,,False,False,False,3,fairy,indeterminate,False
castform-rainy,castform,3,8,70,70,70,70,70,70,water,,forecast,,,351,,45,gray,,False,False,False,3,fairy,indeterminate,False
castform-snowy,castform,3,8,70,70,70,70,70,70,ice,,forecast,,,351,,45,gray,,False,False,False,3,fairy,indeterminate,False
castform-sunny,castform,3,8,70,70,70,70,70,70,fire,,forecast,,,351,,45,gray,,False,False,False,3,fairy,indeterminate,False
kecleon,kecleon,10,220,60,90,70,60,120,40,normal,,color-change,protean,,352,,200,green,,False,False,False,3,ground,,False
shuppet,shuppet,6,23,44,75,35,63,33,45,ghost,,insomnia,frisk,cursed-body,353,,225,black,,False,False,False,3,indeterminate,,False
banette,banette,11,125,64,115,65,83,63,65,ghost,,insomnia,frisk,cursed-body,354,,45,black,,False,False,False,3,indeterminate,,False
banette-mega,banette,12,130,64,165,75,93,83,75,ghost,,prankster,,,354,,45,black,,False,False,False,3,indeterminate,,True
duskull,duskull,8,150,20,40,90,30,90,25,ghost,,levitate,frisk,,355,,190,black,,False,False,False,3,indeterminate,,False
dusclops,dusclops,16,306,40,70,130,60,130,25,ghost,,pressure,frisk,,356,,90,black,,False,False,False,3,indeterminate,,False
tropius,tropius,20,1000,99,68,83,72,87,51,grass,flying,chlorophyll,solar-power,harvest,357,,200,green,,False,False,False,3,monster,plant,False
chimecho,chimecho,6,10,75,50,80,95,90,65,psychic,,levitate,,,358,,45,blue,,False,False,False,3,indeterminate,,False
absol,absol,12,470,65,130,60,75,60,75,dark,,pressure,super-luck,justified,359,,30,white,,False,False,False,3,ground,,False
absol-mega,absol,12,490,65,150,60,115,60,115,dark,,magic-bounce,,,359,,30,white,,False,False,False,3,ground,,True
wynaut,wynaut,6,140,95,23,48,23,48,23,psychic,,shadow-tag,telepathy,,360,,125,blue,,True,False,False,3,no-eggs,,False
snorunt,snorunt,7,168,50,50,50,50,50,50,ice,,inner-focus,ice-body,moody,361,,190,gray,,False,False,False,3,fairy,mineral,False
glalie,glalie,15,2565,80,80,80,80,80,80,ice,,inner-focus,ice-body,moody,362,,75,gray,,False,False,False,3,fairy,mineral,False
glalie-mega,glalie,21,3502,80,120,80,120,80,100,ice,,refrigerate,,,362,,75,gray,,False,False,False,3,fairy,mineral,True
spheal,spheal,8,395,70,40,50,55,50,25,ice,water,thick-fat,ice-body,oblivious,363,,255,blue,,False,False,False,3,water1,ground,False
sealeo,sealeo,11,876,90,60,70,75,70,45,ice,water,thick-fat,ice-body,oblivious,364,,120,blue,,False,False,False,3,water1,ground,False
walrein,walrein,14,1506,110,80,90,95,90,65,ice,water,thick-fat,ice-body,oblivious,365,,45,blue,,False,False,False,3,water1,ground,False
clamperl,clamperl,4,525,35,64,85,74,55,32,water,,shell-armor,rattled,,366,,255,blue,,False,False,False,3,water1,,False
huntail,huntail,17,270,55,104,105,94,75,52,water,,swift-swim,water-veil,,367,,60,blue,,False,False,False,3,water1,,False
gorebyss,gorebyss,18,226,55,84,105,114,75,52,water,,swift-swim,hydration,,368,,60,pink,,False,False,False,3,water1,,False
relicanth,relicanth,10,234,100,90,130,45,65,55,water,rock,swift-swim,rock-head,sturdy,369,,25,gray,,False,False,False,3,water1,water2,False
luvdisc,luvdisc,6,87,43,30,55,40,65,97,water,,swift-swim,hydration,,370,,225,pink,,False,False,False,3,water2,,False
bagon,bagon,6,421,45,75,60,40,30,50,dragon,,rock-head,sheer-force,,371,,45,blue,,False,False,False,3,dragon,,False
shelgon,shelgon,11,1105,65,95,100,60,50,50,dragon,,rock-head,overcoat,,372,,45,white,,False,False,False,3,dragon,,False
salamence,salamence,15,1026,95,135,80,110,80,100,dragon,flying,intimidate,moxie,,373,,45,blue,,False,False,False,3,dragon,,False
salamence-mega,salamence,18,1126,95,145,130,120,90,120,dragon,flying,aerilate,,,373,,45,blue,,False,False,False,3,dragon,,True
beldum,beldum,6,952,40,55,80,35,60,30,steel,psychic,clear-body,light-metal,,374,,3,blue,,False,False,False,3,mineral,,False
metang,metang,12,2025,60,75,100,55,80,50,steel,psychic,clear-body,light-metal,,375,,3,blue,,False,False,False,3,mineral,,False
metagross,metagross,16,5500,80,135,130,95,90,70,steel,psychic,clear-body,light-metal,,376,,3,blue,,False,False,False,3,mineral,,False
metagross-mega,metagross,25,9429,80,145,150,105,110,110,steel,psychic,tough-claws,,,376,,3,blue,,False,False,False,3,mineral,,True
regirock,regirock,17,2300,80,100,200,50,100,50,rock,,clear-body,sturdy,,377,,3,brown,,False,True,False,3,no-eggs,,False
regice,regice,18,1750,80,50,100,100,200,50,ice,,clear-body,ice-body,,378,,3,blue,,False,True,False,3,no-eggs,,False
registeel,registeel,19,2050,80,75,150,75,150,50,steel,,clear-body,light-metal,,379,,3,gray,,False,True,False,3,no-eggs,,False
latias,latias,14,400,80,80,90,110,130,110,dragon,psychic,levitate,,,380,,3,red,,False,True,False,3,no-eggs,,False
latias-mega,latias,18,520,80,100,120,140,150,110,dragon,psychic,levitate,,,380,,3,red,,False,True,False,3,no-eggs,,True
latios,latios,20,600,80,90,80,130,110,110,dragon,psychic,levitate,,,381,,3,blue,,False,True,False,3,no-eggs,,False
latios-mega,latios,23,700,80,130,100,160,120,110,dragon,psychic,levitate,,,381,,3,blue,,False,True,False,3,no-eggs,,True
kyogre,kyogre,45,3520,100,100,90,150,140,90,water,,drizzle,,,382,,3,blue,,False,True,False,3,no-eggs,,False
kyogre-primal,kyogre,98,4300,100,150,90,180,160,90,water,,primordial-sea,,,382,,3,blue,,False,True,False,3,no-eggs,,False
groudon,groudon,35,9500,100,150,140,100,90,90,ground,,drought,,,383,,3,red,,False,True,False,3,no-eggs,,False
groudon-primal,groudon,50,9997,100,180,160,150,90,90,ground,fire,desolate-land,,,383,,3,red,,False,True,False,3,no-eggs,,False
rayquaza,rayquaza,70,2065,105,150,90,150,90,95,dragon,flying,air-lock,,,384,,45,green,,False,True,False,3,no-eggs,,False
rayquaza-mega,rayquaza,108,3920,105,180,100,180,100,115,dragon,flying,delta-stream,,,384,,45,green,,False,True,False,3,no-eggs,,True
jirachi,jirachi,3,11,100,100,100,100,100,100,steel,psychic,serene-grace,,,385,,3,yellow,,False,False,True,3,no-eggs,,False
deoxys-attack,deoxys,17,608,50,180,20,180,20,150,psychic,,pressure,,,386,,3,red,,False,False,True,3,no-eggs,,False
deoxys-defense,deoxys,17,608,50,70,160,70,160,90,psychic,,pressure,,,386,,3,red,,False,False,True,3,no-eggs,,False
deoxys-normal,deoxys,17,608,50,150,50,150,50,150,psychic,,pressure,,,386,,3,red,,False,False,True,3,no-eggs,,False
deoxys-speed,deoxys,17,608,50,95,90,95,90,180,psychic,,pressure,,,386,,3,red,,False,False,True,3,no-eggs,,False
turtwig,turtwig,4,102,55,68,64,45,55,31,grass,,overgrow,shell-armor,,387,,45,green,,False,False,False,4,monster,plant,False
grotle,grotle,11,970,75,89,85,55,65,36,grass,,overgrow,shell-armor,,388,,45,green,,False,False,False,4,monster,plant,False
torterra,torterra,22,3100,95,109,105,75,85,56,grass,ground,overgrow,shell-armor,,389,,45,green,,False,False,False,4,monster,plant,False
chimchar,chimchar,5,62,44,58,44,58,44,61,fire,,blaze,iron-fist,,390,,45,brown,,False,False,False,4,ground,humanshape,False
monferno,monferno,9,220,64,78,52,78,52,81,fire,fighting,blaze,iron-fist,,391,,45,brown,,False,False,False,4,ground,humanshape,False
infernape,infernape,12,550,76,104,71,104,71,108,fire,fighting,blaze,iron-fist,,392,,45,brown,,False,False,False,4,ground,humanshape,False
piplup,piplup,4,52,53,51,53,61,56,40,water,,torrent,competitive,,393,,45,blue,,False,False,False,4,water1,ground,False
prinplup,prinplup,8,230,64,66,68,81,76,50,water,,torrent,competitive,,394,,45,blue,,False,False,False,4,water1,ground,False
empoleon,empoleon,17,845,84,86,88,111,101,60,water,steel,torrent,competitive,,395,,45,blue,,False,False,False,4,water1,ground,False
starly,starly,3,20,40,55,30,30,30,60,normal,flying,keen-eye,reckless,,396,,255,brown,,False,False,False,4,flying,,False
staravia,staravia,6,155,55,75,50,40,40,80,normal,flying,intimidate,reckless,,397,,120,brown,,False,False,False,4,flying,,False
staraptor,staraptor,12,249,85,120,70,50,60,100,normal,flying,intimidate,reckless,,398,,45,brown,,False,False,False,4,flying,,False
bidoof,bidoof,5,200,59,45,40,35,40,31,normal,,simple,unaware,moody,399,,255,brown,,False,False,False,4,water1,ground,False
bibarel,bibarel,10,315,79,85,60,55,60,71,normal,water,simple,unaware,moody,400,,127,brown,,False,False,False,4,water1,ground,False
kricketot,kricketot,3,22,37,25,41,25,41,25,bug,,shed-skin,run-away,,401,,255,red,,False,False,False,4,bug,,False
kricketune,kricketune,10,255,77,85,51,55,51,65,bug,,swarm,technician,,402,,45,red,,False,False,False,4,bug,,False
shinx,shinx,5,95,45,65,34,40,34,45,electric,,rivalry,intimidate,guts,403,,235,blue,,False,False,False,4,ground,,False
luxio,luxio,9,305,60,85,49,60,49,60,electric,,rivalry,intimidate,guts,404,,120,blue,,False,False,False,4,ground,,False
luxray,luxray,14,420,80,120,79,95,79,70,electric,,rivalry,intimidate,guts,405,,45,blue,,False,False,False,4,ground,,False
budew,budew,2,12,40,30,35,50,70,55,grass,poison,natural-cure,poison-point,leaf-guard,406,,255,green,,True,False,False,4,no-eggs,,False
roserade,roserade,9,145,60,70,65,125,105,90,grass,poison,natural-cure,poison-point,technician,407,,75,green,,False,False,False,4,fairy,plant,False
cranidos,cranidos,9,315,67,125,40,30,30,58,rock,,mold-breaker,sheer-force,,408,,45,blue,,False,False,False,4,monster,,False
rampardos,rampardos,16,1025,97,165,60,65,50,58,rock,,mold-breaker,sheer-force,,409,,45,blue,,False,False,False,4,monster,,False
shieldon,shieldon,5,570,30,42,118,42,88,30,rock,steel,sturdy,soundproof,,410,,45,gray,,False,False,False,4,monster,,False
bastiodon,bastiodon,13,1495,60,52,168,47,138,30,rock,steel,sturdy,soundproof,,411,,45,gray,,False,False,False,4,monster,,False
burmy,burmy,2,34,40,29,45,29,45,36,bug,,shed-skin,overcoat,,412,,120,green,,False,False,False,4,bug,,False
wormadam-plant,wormadam,5,65,60,59,85,79,105,36,bug,grass,anticipation,overcoat,,413,,45,green,,False,False,False,4,bug,,False
wormadam-sandy,wormadam,5,65,60,79,105,59,85,36,bug,ground,anticipation,overcoat,,413,,45,green,,False,False,False,4,bug,,False
wormadam-trash,wormadam,5,65,60,69,95,69,95,36,bug,steel,anticipation,overcoat,,413,,45,green,,False,False,False,4,bug,,False
mothim,mothim,9,233,70,94,50,94,50,66,bug,flying,swarm,tinted-lens,,414,,45,yellow,,False,False,False,4,bug,,False
combee,combee,3,55,30,30,42,30,42,70,bug,flying,honey-gather,hustle,,415,,120,yellow,,False,False,False,4,bug,,False
vespiquen,vespiquen,12,385,70,80,102,80,102,40,bug,flying,pressure,unnerve,,416,,45,yellow,,False,False,False,4,bug,,False
pachirisu,pachirisu,4,39,60,45,70,45,90,95,electric,,run-away,pickup,volt-absorb,417,,200,white,,False,False,False,4,ground,fairy,False
buizel,buizel,7,295,55,65,35,60,30,85,water,,swift-swim,water-veil,,418,,190,brown,,False,False,False,4,water1,ground,False
floatzel,floatzel,11,335,85,105,55,85,50,115,water,,swift-swim,water-veil,,419,,75,brown,,False,False,False,4,water1,ground,False
cherubi,cherubi,4,33,45,35,45,62,53,35,grass,,chlorophyll,,,420,,190,pink,,False,False,False,4,fairy,plant,False
cherrim,cherrim,5,93,70,60,70,87,78,85,grass,,flower-gift,,,421,,75,purple,,False,False,False,4,fairy,plant,False
shellos,shellos,3,63,76,48,48,57,62,34,water,,sticky-hold,storm-drain,sand-force,422,,190,purple,,False,False,False,4,water1,indeterminate,False
gastrodon,gastrodon,9,299,111,83,68,92,82,39,water,ground,sticky-hold,storm-drain,sand-force,423,,75,purple,,False,False,False,4,water1,indeterminate,False
ambipom,ambipom,12,203,75,100,66,60,66,115,normal,,technician,pickup,skill-link,424,,45,purple,,False,False,False,4,ground,,False
drifloon,drifloon,4,12,90,50,34,60,44,70,ghost,flying,aftermath,unburden,flare-boost,425,,125,purple,,False,False,False,4,indeterminate,,False
drifblim,drifblim,12,150,150,80,44,90,54,80,ghost,flying,aftermath,unburden,flare-boost,426,,60,purple,,False,False,False,4,indeterminate,,False
buneary,buneary,4,55,55,66,44,44,56,85,normal,,run-away,klutz,limber,427,,190,brown,,False,False,False,4,ground,humanshape,False
lopunny,lopunny,12,333,65,76,84,54,96,105,normal,,cute-charm,klutz,limber,428,,60,brown,,False,False,False,4,ground,humanshape,False
lopunny-mega,lopunny,13,283,65,136,94,54,96,135,normal,fighting,scrappy,,,428,,60,brown,,False,False,False,4,ground,humanshape,True
mismagius,mismagius,9,44,60,60,60,105,105,105,ghost,,levitate,,,429,,45,purple,,False,False,False,4,indeterminate,,False
honchkrow,honchkrow,9,273,100,125,52,105,52,71,dark,flying,insomnia,super-luck,moxie,430,,30,black,,False,False,False,4,flying,,False
glameow,glameow,5,39,49,55,42,42,37,85,normal,,limber,own-tempo,keen-eye,431,,190,gray,,False,False,False,4,ground,,False
purugly,purugly,10,438,71,82,64,64,59,112,normal,,thick-fat,own-tempo,defiant,432,,75,gray,,False,False,False,4,ground,,False
chingling,chingling,2,6,45,30,50,65,50,45,psychic,,levitate,,,433,,120,yellow,,True,False,False,4,no-eggs,,False
stunky,stunky,4,192,63,63,47,41,41,74,poison,dark,stench,aftermath,keen-eye,434,,225,purple,,False,False,False,4,ground,,False
skuntank,skuntank,10,380,103,93,67,71,61,84,poison,dark,stench,aftermath,keen-eye,435,,60,purple,,False,False,False,4,ground,,False
bronzor,bronzor,5,605,57,24,86,24,86,23,steel,psychic,levitate,heatproof,heavy-metal,436,,255,green,,False,False,False,4,mineral,,False
bronzong,bronzong,13,1870,67,89,116,79,116,33,steel,psychic,levitate,heatproof,heavy-metal,437,,90,green,,False,False,False,4,mineral,,False
bonsly,bonsly,5,150,50,80,95,10,45,10,rock,,sturdy,rock-head,rattled,438,,255,brown,,True,False,False,4,no-eggs,,False
mime-jr,mime-jr,6,130,20,25,45,70,90,60,psychic,fairy,soundproof,filter,technician,439,,145,pink,,True,False,False,4,no-eggs,,False
happiny,happiny,6,244,100,5,5,15,65,30,normal,,natural-cure,serene-grace,friend-guard,440,,130,pink,,True,False,False,4,no-eggs,,False
chatot,chatot,5,19,76,65,45,92,42,91,normal,flying,keen-eye,tangled-feet,big-pecks,441,,30,black,,False,False,False,4,flying,,False
spiritomb,spiritomb,10,1080,50,92,108,92,108,35,ghost,dark,pressure,infiltrator,,442,,100,purple,,False,False,False,4,indeterminate,,False
gible,gible,7,205,58,70,45,40,45,42,dragon,ground,sand-veil,rough-skin,,443,,45,blue,,False,False,False,4,monster,dragon,False
gabite,gabite,14,560,68,90,65,50,55,82,dragon,ground,sand-veil,rough-skin,,444,,45,blue,,False,False,False,4,monster,dragon,False
garchomp,garchomp,19,950,108,130,95,80,85,102,dragon,ground,sand-veil,rough-skin,,445,,45,blue,,False,False,False,4,monster,dragon,False
garchomp-mega,garchomp,19,950,108,170,115,120,95,92,dragon,ground,sand-force,,,445,,45,blue,,False,False,False,4,monster,dragon,True
munchlax,munchlax,6,1050,135,85,40,40,85,5,normal,,pickup,thick-fat,gluttony,446,,50,black,,True,False,False,4,no-eggs,,False
riolu,riolu,7,202,40,70,40,35,40,60,fighting,,steadfast,inner-focus,prankster,447,,75,blue,,True,False,False,4,no-eggs,,False
lucario,lucario,12,540,70,110,70,115,70,90,fighting,steel,steadfast,inner-focus,justified,448,,45,blue,,False,False,False,4,ground,humanshape,False
lucario-mega,lucario,13,575,70,145,88,140,70,112,fighting,steel,adaptability,,,448,,45,blue,,False,False,False,4,ground,humanshape,True
hippopotas,hippopotas,8,495,68,72,78,38,42,32,ground,,sand-stream,sand-force,,449,,140,brown,,False,False,False,4,ground,,False
hippowdon,hippowdon,20,3000,108,112,118,68,72,47,ground,,sand-stream,sand-force,,450,,60,brown,,False,False,False,4,ground,,False
skorupi,skorupi,8,120,40,50,90,30,55,65,poison,bug,battle-armor,sniper,keen-eye,451,,120,purple,,False,False,False,4,bug,water3,False
drapion,drapion,13,615,70,90,110,60,75,95,poison,dark,battle-armor,sniper,keen-eye,452,,45,purple,,False,False,False,4,bug,water3,False
croagunk,croagunk,7,230,48,61,40,61,40,50,poison,fighting,anticipation,dry-skin,poison-touch,453,,140,blue,,False,False,False,4,humanshape,,False
toxicroak,toxicroak,13,444,83,106,65,86,65,85,poison,fighting,anticipation,dry-skin,poison-touch,454,,75,blue,,False,False,False,4,humanshape,,False
carnivine,carnivine,14,270,74,100,72,90,72,46,grass,,levitate,,,455,,200,green,,False,False,False,4,plant,,False
finneon,finneon,4,70,49,49,56,49,61,66,water,,swift-swim,storm-drain,water-veil,456,,190,blue,,False,False,False,4,water2,,False
lumineon,lumineon,12,240,69,69,76,69,86,91,water,,swift-swim,storm-drain,water-veil,457,,75,blue,,False,False,False,4,water2,,False
mantyke,mantyke,10,650,45,20,50,60,120,50,water,flying,swift-swim,water-absorb,water-veil,458,,25,blue,,True,False,False,4,no-eggs,,False
snover,snover,10,505,60,62,50,62,60,40,grass,ice,snow-warning,soundproof,,459,,120,white,,False,False,False,4,monster,plant,False
abomasnow,abomasnow,22,1355,90,92,75,92,85,60,grass,ice,snow-warning,soundproof,,460,,60,white,,False,False,False,4,monster,plant,False
abomasnow-mega,abomasnow,27,1850,90,132,105,132,105,30,grass,ice,snow-warning,,,460,,60,white,,False,False,False,4,monster,plant,True
weavile,weavile,11,340,70,120,65,45,85,125,dark,ice,pressure,pickpocket,,461,,45,black,,False,False,False,4,ground,,False
magnezone,magnezone,12,1800,70,70,115,130,90,60,electric,steel,magnet-pull,sturdy,analytic,462,,30,gray,,False,False,False,4,mineral,,False
lickilicky,lickilicky,17,1400,110,85,95,80,95,50,normal,,own-tempo,oblivious,cloud-nine,463,,30,pink,,False,False,False,4,monster,,False
rhyperior,rhyperior,24,2828,115,140,130,55,55,40,ground,rock,lightning-rod,solid-rock,reckless,464,,30,gray,,False,False,False,4,monster,ground,False
tangrowth,tangrowth,20,1286,100,100,125,110,50,50,grass,,chlorophyll,leaf-guard,regenerator,465,,30,blue,,False,False,False,4,plant,,False
electivire,electivire,18,1386,75,123,67,95,85,95,electric,,motor-drive,vital-spirit,,466,,30,yellow,,False,False,False,4,humanshape,,False
magmortar,magmortar,16,680,75,95,67,125,95,83,fire,,flame-body,vital-spirit,,467,,30,red,,False,False,False,4,humanshape,,False
togekiss,togekiss,15,380,85,50,95,120,115,80,fairy,flying,hustle,serene-grace,super-luck,468,,30,white,,False,False,False,4,flying,fairy,False
yanmega,yanmega,19,515,86,76,86,116,56,95,bug,flying,speed-boost,tinted-lens,frisk,469,,30,green,,False,False,False,4,bug,,False
leafeon,leafeon,10,255,65,110,130,60,65,95,grass,,leaf-guard,chlorophyll,,470,,45,green,,False,False,False,4,ground,,False
glaceon,glaceon,8,259,65,60,110,130,95,65,ice,,snow-cloak,ice-body,,471,,45,blue,,False,False,False,4,ground,,False
gliscor,gliscor,20,425,75,95,125,45,75,95,ground,flying,hyper-cutter,sand-veil,poison-heal,472,,30,purple,,False,False,False,4,bug,,False
mamoswine,mamoswine,25,2910,110,130,80,70,60,80,ice,ground,oblivious,snow-cloak,thick-fat,473,,50,brown,,False,False,False,4,ground,,False
porygon-z,porygon-z,9,340,85,80,70,135,75,90,normal,,adaptability,download,analytic,474,,30,red,,False,False,False,4,mineral,,False
